NO,JENJANG,PROGRAM STUDI,STATUS PENDIDIKAN,NAMA PROVINSI,JUMLAH SATUAN PENDIDIKAN,JUMLAH PESERTA,MATA UJI,RERATA NILAI,TAHUN
9444,SMA/MA,KEAGAMAAN,SWASTA,SULAWESI TENGAH,12,201,BAHASA INDONESIA,55.53,2016
9445,SMA/MA,KEAGAMAAN,SWASTA,SULAWESI SELATAN,9,232,BAHASA INDONESIA,56.69,2016
9446,SMA/MA,KEAGAMAAN,SWASTA,SULAWESI TENGGARA,1,26,BAHASA INDONESIA,68.46,2016
9447,SMA/MA,KEAGAMAAN,SWASTA,MALUKU,-,-,BAHASA INDONESIA,-,2016
9448,SMA/MA,KEAGAMAAN,SWASTA,BALI,2,34,BAHASA INDONESIA,62.18,2016
9449,SMA/MA,KEAGAMAAN,SWASTA,NUSA TENGGARA BARAT,28,695,BAHASA INDONESIA,57.15,2016
9450,SMA/MA,KEAGAMAAN,SWASTA,NUSA TENGGARA TIMUR,3,38,BAHASA INDONESIA,47.95,2016
9451,SMA/MA,KEAGAMAAN,SWASTA,PAPUA,1,5,BAHASA INDONESIA,50.8,2016
9452,SMA/MA,KEAGAMAAN,SWASTA,BENGKULU,-,-,BAHASA INDONESIA,-,2016
9453,SMA/MA,KEAGAMAAN,SWASTA,MALUKU UTARA,-,-,BAHASA INDONESIA,-,2016
9454,SMA/MA,KEAGAMAAN,SWASTA,BANGKA BELITUNG,3,64,BAHASA INDONESIA,58.06,2016
9455,SMA/MA,KEAGAMAAN,SWASTA,GORONTALO,4,58,BAHASA INDONESIA,53.52,2016
9456,SMA/MA,KEAGAMAAN,SWASTA,BANTEN,7,143,BAHASA INDONESIA,58.39,2016
9457,SMA/MA,KEAGAMAAN,SWASTA,KEPULAUAN RIAU,1,18,BAHASA INDONESIA,55.11,2016
9458,SMA/MA,KEAGAMAAN,SWASTA,SULAWESI BARAT,10,257,BAHASA INDONESIA,47.4,2016
9459,SMA/MA,KEAGAMAAN,SWASTA,PAPUA BARAT,2,28,BAHASA INDONESIA,65.85,2016
9460,SMA/MA,KEAGAMAAN,SWASTA,KALIMANTAN UTARA,1,13,BAHASA INDONESIA,54.92,2016
9461,SMA/MA,KEAGAMAAN,SWASTA,DKI JAKARTA,5,124,BAHASA INGGRIS,44.56,2016
9462,SMA/MA,KEAGAMAAN,SWASTA,JAWA BARAT,58,1811,BAHASA INGGRIS,48.61,2016
9463,SMA/MA,KEAGAMAAN,SWASTA,JAWA TENGAH,53,2130,BAHASA INGGRIS,44.22,2016
9464,SMA/MA,KEAGAMAAN,SWASTA,DI YOGYAKARTA,14,460,BAHASA INGGRIS,41.94,2016
9465,SMA/MA,KEAGAMAAN,SWASTA,JAWA TIMUR,96,3377,BAHASA INGGRIS,47.87,2016
9466,SMA/MA,KEAGAMAAN,SWASTA,ACEH,10,270,BAHASA INGGRIS,50.49,2016
9467,SMA/MA,KEAGAMAAN,SWASTA,SUMATERA UTARA,9,178,BAHASA INGGRIS,58.11,2016
9468,SMA/MA,KEAGAMAAN,SWASTA,SUMATERA BARAT,44,640,BAHASA INGGRIS,38.41,2016
9469,SMA/MA,KEAGAMAAN,SWASTA,RIAU,11,216,BAHASA INGGRIS,53.44,2016
9470,SMA/MA,KEAGAMAAN,SWASTA,JAMBI,11,327,BAHASA INGGRIS,36.87,2016
9471,SMA/MA,KEAGAMAAN,SWASTA,SUMATERA SELATAN,19,622,BAHASA INGGRIS,40.06,2016
9472,SMA/MA,KEAGAMAAN,SWASTA,LAMPUNG,14,314,BAHASA INGGRIS,36.31,2016
9473,SMA/MA,KEAGAMAAN,SWASTA,KALIMANTAN BARAT,6,142,BAHASA INGGRIS,36.44,2016
9474,SMA/MA,KEAGAMAAN,SWASTA,KALIMANTAN TENGAH,1,5,BAHASA INGGRIS,53.2,2016
9475,SMA/MA,KEAGAMAAN,SWASTA,KALIMANTAN SELATAN,12,333,BAHASA INGGRIS,35.54,2016
9476,SMA/MA,KEAGAMAAN,SWASTA,KALIMANTAN TIMUR,1,20,BAHASA INGGRIS,45.5,2016
9477,SMA/MA,KEAGAMAAN,SWASTA,SULAWESI UTARA,1,30,BAHASA INGGRIS,31.33,2016
9478,SMA/MA,KEAGAMAAN,SWASTA,SULAWESI TENGAH,12,201,BAHASA INGGRIS,40.05,2016
9479,SMA/MA,KEAGAMAAN,SWASTA,SULAWESI SELATAN,9,232,BAHASA INGGRIS,53.68,2016
9480,SMA/MA,KEAGAMAAN,SWASTA,SULAWESI TENGGARA,1,26,BAHASA INGGRIS,50.15,2016
9481,SMA/MA,KEAGAMAAN,SWASTA,MALUKU,-,-,BAHASA INGGRIS,-,2016
9482,SMA/MA,KEAGAMAAN,SWASTA,BALI,2,34,BAHASA INGGRIS,39.35,2016
9483,SMA/MA,KEAGAMAAN,SWASTA,NUSA TENGGARA BARAT,28,695,BAHASA INGGRIS,40.04,2016
9484,SMA/MA,KEAGAMAAN,SWASTA,NUSA TENGGARA TIMUR,3,38,BAHASA INGGRIS,30.21,2016
9485,SMA/MA,KEAGAMAAN,SWASTA,PAPUA,1,5,BAHASA INGGRIS,27.6,2016
9486,SMA/MA,KEAGAMAAN,SWASTA,BENGKULU,-,-,BAHASA INGGRIS,-,2016
9487,SMA/MA,KEAGAMAAN,SWASTA,MALUKU UTARA,-,-,BAHASA INGGRIS,-,2016
9488,SMA/MA,KEAGAMAAN,SWASTA,BANGKA BELITUNG,3,64,BAHASA INGGRIS,37.87,2016
9489,SMA/MA,KEAGAMAAN,SWASTA,GORONTALO,4,58,BAHASA INGGRIS,36.76,2016
9490,SMA/MA,KEAGAMAAN,SWASTA,BANTEN,7,143,BAHASA INGGRIS,38.66,2016
9491,SMA/MA,KEAGAMAAN,SWASTA,KEPULAUAN RIAU,1,18,BAHASA INGGRIS,31.44,2016
9492,SMA/MA,KEAGAMAAN,SWASTA,SULAWESI BARAT,10,257,BAHASA INGGRIS,33.67,2016
9493,SMA/MA,KEAGAMAAN,SWASTA,PAPUA BARAT,2,28,BAHASA INGGRIS,46,2016
9494,SMA/MA,KEAGAMAAN,SWASTA,KALIMANTAN UTARA,1,13,BAHASA INGGRIS,24,2016
9495,SMA/MA,KEAGAMAAN,SWASTA,DKI JAKARTA,5,124,MATEMATIKA,35.32,2016
9496,SMA/MA,KEAGAMAAN,SWASTA,JAWA BARAT,58,1811,MATEMATIKA,43.08,2016
9497,SMA/MA,KEAGAMAAN,SWASTA,JAWA TENGAH,53,2130,MATEMATIKA,44.13,2016
9498,SMA/MA,KEAGAMAAN,SWASTA,DI YOGYAKARTA,14,460,MATEMATIKA,46.22,2016
9499,SMA/MA,KEAGAMAAN,SWASTA,JAWA TIMUR,96,3377,MATEMATIKA,49.07,2016
9500,SMA/MA,KEAGAMAAN,SWASTA,ACEH,10,270,MATEMATIKA,40.74,2016
9501,SMA/MA,KEAGAMAAN,SWASTA,SUMATERA UTARA,9,178,MATEMATIKA,62.3,2016
9502,SMA/MA,KEAGAMAAN,SWASTA,SUMATERA BARAT,44,640,MATEMATIKA,35.42,2016
9503,SMA/MA,KEAGAMAAN,SWASTA,RIAU,11,216,MATEMATIKA,54.71,2016
9504,SMA/MA,KEAGAMAAN,SWASTA,JAMBI,11,327,MATEMATIKA,23.69,2016
9505,SMA/MA,KEAGAMAAN,SWASTA,SUMATERA SELATAN,19,622,MATEMATIKA,31.45,2016
9506,SMA/MA,KEAGAMAAN,SWASTA,LAMPUNG,14,314,MATEMATIKA,26.28,2016
9507,SMA/MA,KEAGAMAAN,SWASTA,KALIMANTAN BARAT,6,142,MATEMATIKA,35.27,2016
9508,SMA/MA,KEAGAMAAN,SWASTA,KALIMANTAN TENGAH,1,5,MATEMATIKA,54,2016
9509,SMA/MA,KEAGAMAAN,SWASTA,KALIMANTAN SELATAN,12,333,MATEMATIKA,41.47,2016
9510,SMA/MA,KEAGAMAAN,SWASTA,KALIMANTAN TIMUR,1,20,MATEMATIKA,60.75,2016
9511,SMA/MA,KEAGAMAAN,SWASTA,SULAWESI UTARA,1,30,MATEMATIKA,22,2016
9512,SMA/MA,KEAGAMAAN,SWASTA,SULAWESI TENGAH,12,201,MATEMATIKA,41.3,2016
9513,SMA/MA,KEAGAMAAN,SWASTA,SULAWESI SELATAN,9,232,MATEMATIKA,63.83,2016
9514,SMA/MA,KEAGAMAAN,SWASTA,SULAWESI TENGGARA,1,26,MATEMATIKA,49.71,2016
9515,SMA/MA,KEAGAMAAN,SWASTA,MALUKU,-,-,MATEMATIKA,-,2016
9516,SMA/MA,KEAGAMAAN,SWASTA,BALI,2,34,MATEMATIKA,27.87,2016
9517,SMA/MA,KEAGAMAAN,SWASTA,NUSA TENGGARA BARAT,28,695,MATEMATIKA,40.23,2016
9518,SMA/MA,KEAGAMAAN,SWASTA,NUSA TENGGARA TIMUR,3,38,MATEMATIKA,22.89,2016
9519,SMA/MA,KEAGAMAAN,SWASTA,PAPUA,1,5,MATEMATIKA,23.5,2016
9520,SMA/MA,KEAGAMAAN,SWASTA,BENGKULU,-,-,MATEMATIKA,-,2016
9521,SMA/MA,KEAGAMAAN,SWASTA,MALUKU UTARA,-,-,MATEMATIKA,-,2016
9522,SMA/MA,KEAGAMAAN,SWASTA,BANGKA BELITUNG,3,64,MATEMATIKA,23.87,2016
9523,SMA/MA,KEAGAMAAN,SWASTA,GORONTALO,4,58,MATEMATIKA,24.7,2016
9524,SMA/MA,KEAGAMAAN,SWASTA,BANTEN,7,143,MATEMATIKA,37.61,2016
9525,SMA/MA,KEAGAMAAN,SWASTA,KEPULAUAN RIAU,1,18,MATEMATIKA,25.28,2016
9526,SMA/MA,KEAGAMAAN,SWASTA,SULAWESI BARAT,10,257,MATEMATIKA,36.34,2016
9527,SMA/MA,KEAGAMAAN,SWASTA,PAPUA BARAT,2,28,MATEMATIKA,58.57,2016
9528,SMA/MA,KEAGAMAAN,SWASTA,KALIMANTAN UTARA,1,13,MATEMATIKA,20.58,2016
9529,SMA/MA,KEAGAMAAN,SWASTA,DKI JAKARTA,5,124,TAFSIR,74.71,2016
9530,SMA/MA,KEAGAMAAN,SWASTA,JAWA BARAT,58,1811,TAFSIR,76.46,2016
9531,SMA/MA,KEAGAMAAN,SWASTA,JAWA TENGAH,53,2130,TAFSIR,79.81,2016
9532,SMA/MA,KEAGAMAAN,SWASTA,DI YOGYAKARTA,14,460,TAFSIR,82.87,2016
9533,SMA/MA,KEAGAMAAN,SWASTA,JAWA TIMUR,96,3377,TAFSIR,78.1,2016
9534,SMA/MA,KEAGAMAAN,SWASTA,ACEH,10,270,TAFSIR,71.49,2016
9535,SMA/MA,KEAGAMAAN,SWASTA,SUMATERA UTARA,9,178,TAFSIR,72.64,2016
9536,SMA/MA,KEAGAMAAN,SWASTA,SUMATERA BARAT,44,640,TAFSIR,72.09,2016
9537,SMA/MA,KEAGAMAAN,SWASTA,RIAU,11,216,TAFSIR,79.04,2016
9538,SMA/MA,KEAGAMAAN,SWASTA,JAMBI,11,327,TAFSIR,59.53,2016
9539,SMA/MA,KEAGAMAAN,SWASTA,SUMATERA SELATAN,19,622,TAFSIR,69.77,2016
9540,SMA/MA,KEAGAMAAN,SWASTA,LAMPUNG,14,314,TAFSIR,71.84,2016
9541,SMA/MA,KEAGAMAAN,SWASTA,KALIMANTAN BARAT,6,142,TAFSIR,68.63,2016
9542,SMA/MA,KEAGAMAAN,SWASTA,KALIMANTAN TENGAH,1,5,TAFSIR,82.8,2016
9543,SMA/MA,KEAGAMAAN,SWASTA,KALIMANTAN SELATAN,12,333,TAFSIR,73.94,2016
9544,SMA/MA,KEAGAMAAN,SWASTA,KALIMANTAN TIMUR,1,20,TAFSIR,70.7,2016
9545,SMA/MA,KEAGAMAAN,SWASTA,SULAWESI UTARA,1,30,TAFSIR,47.27,2016
9546,SMA/MA,KEAGAMAAN,SWASTA,SULAWESI TENGAH,12,201,TAFSIR,72.19,2016
9547,SMA/MA,KEAGAMAAN,SWASTA,SULAWESI SELATAN,9,232,TAFSIR,77.53,2016
9548,SMA/MA,KEAGAMAAN,SWASTA,SULAWESI TENGGARA,1,26,TAFSIR,77.77,2016
9549,SMA/MA,KEAGAMAAN,SWASTA,MALUKU,-,-,TAFSIR,-,2016
9550,SMA/MA,KEAGAMAAN,SWASTA,BALI,2,34,TAFSIR,77.65,2016
9551,SMA/MA,KEAGAMAAN,SWASTA,NUSA TENGGARA BARAT,28,695,TAFSIR,69.14,2016
9552,SMA/MA,KEAGAMAAN,SWASTA,NUSA TENGGARA TIMUR,3,38,TAFSIR,45.95,2016
9553,SMA/MA,KEAGAMAAN,SWASTA,PAPUA,1,5,TAFSIR,55.2,2016
9554,SMA/MA,KEAGAMAAN,SWASTA,BENGKULU,-,-,TAFSIR,-,2016
9555,SMA/MA,KEAGAMAAN,SWASTA,MALUKU UTARA,-,-,TAFSIR,-,2016
9556,SMA/MA,KEAGAMAAN,SWASTA,BANGKA BELITUNG,3,64,TAFSIR,69.34,2016
9557,SMA/MA,KEAGAMAAN,SWASTA,GORONTALO,4,58,TAFSIR,65.76,2016
9558,SMA/MA,KEAGAMAAN,SWASTA,BANTEN,7,143,TAFSIR,70.6,2016
9559,SMA/MA,KEAGAMAAN,SWASTA,KEPULAUAN RIAU,1,18,TAFSIR,65.22,2016
9560,SMA/MA,KEAGAMAAN,SWASTA,SULAWESI BARAT,10,257,TAFSIR,57.12,2016
9561,SMA/MA,KEAGAMAAN,SWASTA,PAPUA BARAT,2,28,TAFSIR,73.71,2016
9562,SMA/MA,KEAGAMAAN,SWASTA,KALIMANTAN UTARA,1,13,TAFSIR,52.92,2016
9563,SMA/MA,KEAGAMAAN,SWASTA,DKI JAKARTA,5,124,HADIS,69.82,2016
9564,SMA/MA,KEAGAMAAN,SWASTA,JAWA BARAT,58,1811,HADIS,65.02,2016
9565,SMA/MA,KEAGAMAAN,SWASTA,JAWA TENGAH,53,2130,HADIS,70.68,2016
9566,SMA/MA,KEAGAMAAN,SWASTA,DI YOGYAKARTA,14,460,HADIS,75.24,2016
9567,SMA/MA,KEAGAMAAN,SWASTA,JAWA TIMUR,96,3377,HADIS,66.86,2016
9568,SMA/MA,KEAGAMAAN,SWASTA,ACEH,10,270,HADIS,61.33,2016
9569,SMA/MA,KEAGAMAAN,SWASTA,SUMATERA UTARA,9,178,HADIS,60.58,2016
9570,SMA/MA,KEAGAMAAN,SWASTA,SUMATERA BARAT,44,640,HADIS,63.28,2016
9571,SMA/MA,KEAGAMAAN,SWASTA,RIAU,11,216,HADIS,68.14,2016
9572,SMA/MA,KEAGAMAAN,SWASTA,JAMBI,11,327,HADIS,47.18,2016
9573,SMA/MA,KEAGAMAAN,SWASTA,SUMATERA SELATAN,19,622,HADIS,56.83,2016
9574,SMA/MA,KEAGAMAAN,SWASTA,LAMPUNG,14,314,HADIS,58.02,2016
9575,SMA/MA,KEAGAMAAN,SWASTA,KALIMANTAN BARAT,6,142,HADIS,62.21,2016
9576,SMA/MA,KEAGAMAAN,SWASTA,KALIMANTAN TENGAH,1,5,HADIS,72,2016
9577,SMA/MA,KEAGAMAAN,SWASTA,KALIMANTAN SELATAN,12,333,HADIS,63.65,2016
9578,SMA/MA,KEAGAMAAN,SWASTA,KALIMANTAN TIMUR,1,20,HADIS,64.1,2016
9579,SMA/MA,KEAGAMAAN,SWASTA,SULAWESI UTARA,1,30,HADIS,37.4,2016
9580,SMA/MA,KEAGAMAAN,SWASTA,SULAWESI TENGAH,12,201,HADIS,57.27,2016
9581,SMA/MA,KEAGAMAAN,SWASTA,SULAWESI SELATAN,9,232,HADIS,60.2,2016
9582,SMA/MA,KEAGAMAAN,SWASTA,SULAWESI TENGGARA,1,26,HADIS,65.38,2016
9583,SMA/MA,KEAGAMAAN,SWASTA,MALUKU,-,-,HADIS,-,2016
9584,SMA/MA,KEAGAMAAN,SWASTA,BALI,2,34,HADIS,61.82,2016
9585,SMA/MA,KEAGAMAAN,SWASTA,NUSA TENGGARA BARAT,28,695,HADIS,54.89,2016
9586,SMA/MA,KEAGAMAAN,SWASTA,NUSA TENGGARA TIMUR,3,38,HADIS,45.11,2016
9587,SMA/MA,KEAGAMAAN,SWASTA,PAPUA,1,5,HADIS,40,2016
9588,SMA/MA,KEAGAMAAN,SWASTA,BENGKULU,-,-,HADIS,-,2016
9589,SMA/MA,KEAGAMAAN,SWASTA,MALUKU UTARA,-,-,HADIS,-,2016
9590,SMA/MA,KEAGAMAAN,SWASTA,BANGKA BELITUNG,3,64,HADIS,57.15,2016
9591,SMA/MA,KEAGAMAAN,SWASTA,GORONTALO,4,58,HADIS,51.69,2016
9592,SMA/MA,KEAGAMAAN,SWASTA,BANTEN,7,143,HADIS,56.03,2016
9593,SMA/MA,KEAGAMAAN,SWASTA,KEPULAUAN RIAU,1,18,HADIS,52,2016
9594,SMA/MA,KEAGAMAAN,SWASTA,SULAWESI BARAT,10,257,HADIS,40.88,2016
9595,SMA/MA,KEAGAMAAN,SWASTA,PAPUA BARAT,2,28,HADIS,61.36,2016
9596,SMA/MA,KEAGAMAAN,SWASTA,KALIMANTAN UTARA,1,13,HADIS,44,2016
9597,SMA/MA,KEAGAMAAN,SWASTA,DKI JAKARTA,5,124,FIKIH,70.85,2016
9598,SMA/MA,KEAGAMAAN,SWASTA,JAWA BARAT,58,1811,FIKIH,66.4,2016
9599,SMA/MA,KEAGAMAAN,SWASTA,JAWA TENGAH,53,2130,FIKIH,70.74,2016
9600,SMA/MA,KEAGAMAAN,SWASTA,DI YOGYAKARTA,14,460,FIKIH,74.07,2016
9601,SMA/MA,KEAGAMAAN,SWASTA,JAWA TIMUR,96,3377,FIKIH,68.22,2016
9602,SMA/MA,KEAGAMAAN,SWASTA,ACEH,10,270,FIKIH,60.32,2016
9603,SMA/MA,KEAGAMAAN,SWASTA,SUMATERA UTARA,9,178,FIKIH,62.88,2016
9604,SMA/MA,KEAGAMAAN,SWASTA,SUMATERA BARAT,44,640,FIKIH,64.45,2016
9605,SMA/MA,KEAGAMAAN,SWASTA,RIAU,11,216,FIKIH,69.38,2016
9606,SMA/MA,KEAGAMAAN,SWASTA,JAMBI,11,327,FIKIH,47.4,2016
9607,SMA/MA,KEAGAMAAN,SWASTA,SUMATERA SELATAN,19,622,FIKIH,57.45,2016
9608,SMA/MA,KEAGAMAAN,SWASTA,LAMPUNG,14,314,FIKIH,62.26,2016
9609,SMA/MA,KEAGAMAAN,SWASTA,KALIMANTAN BARAT,6,142,FIKIH,60.55,2016
9610,SMA/MA,KEAGAMAAN,SWASTA,KALIMANTAN TENGAH,1,5,FIKIH,74.4,2016
9611,SMA/MA,KEAGAMAAN,SWASTA,KALIMANTAN SELATAN,12,333,FIKIH,64,2016
9612,SMA/MA,KEAGAMAAN,SWASTA,KALIMANTAN TIMUR,1,20,FIKIH,66.4,2016
9613,SMA/MA,KEAGAMAAN,SWASTA,SULAWESI UTARA,1,30,FIKIH,38.53,2016
9614,SMA/MA,KEAGAMAAN,SWASTA,SULAWESI TENGAH,12,201,FIKIH,62.14,2016
9615,SMA/MA,KEAGAMAAN,SWASTA,SULAWESI SELATAN,9,232,FIKIH,63.26,2016
9616,SMA/MA,KEAGAMAAN,SWASTA,SULAWESI TENGGARA,1,26,FIKIH,65.62,2016
9617,SMA/MA,KEAGAMAAN,SWASTA,MALUKU,-,-,FIKIH,-,2016
9618,SMA/MA,KEAGAMAAN,SWASTA,BALI,2,34,FIKIH,64.3,2016
9619,SMA/MA,KEAGAMAAN,SWASTA,NUSA TENGGARA BARAT,28,695,FIKIH,56.89,2016
9620,SMA/MA,KEAGAMAAN,SWASTA,NUSA TENGGARA TIMUR,3,38,FIKIH,40.11,2016
9621,SMA/MA,KEAGAMAAN,SWASTA,PAPUA,1,5,FIKIH,39.6,2016
9622,SMA/MA,KEAGAMAAN,SWASTA,BENGKULU,-,-,FIKIH,-,2016
9623,SMA/MA,KEAGAMAAN,SWASTA,MALUKU UTARA,-,-,FIKIH,-,2016
9624,SMA/MA,KEAGAMAAN,SWASTA,BANGKA BELITUNG,3,64,FIKIH,56.31,2016
9625,SMA/MA,KEAGAMAAN,SWASTA,GORONTALO,4,58,FIKIH,49.55,2016
9626,SMA/MA,KEAGAMAAN,SWASTA,BANTEN,7,143,FIKIH,58.78,2016
9627,SMA/MA,KEAGAMAAN,SWASTA,KEPULAUAN RIAU,1,18,FIKIH,56.56,2016
9628,SMA/MA,KEAGAMAAN,SWASTA,SULAWESI BARAT,10,257,FIKIH,48.43,2016
9629,SMA/MA,KEAGAMAAN,SWASTA,PAPUA BARAT,2,28,FIKIH,67.64,2016
9630,SMA/MA,KEAGAMAAN,SWASTA,KALIMANTAN UTARA,1,13,FIKIH,50.31,2016
9631,SMA/MA,PROTESTAN,NEGERI,DKI JAKARTA,-,-,BAHASA INDONESIA,-,2016
9632,SMA/MA,PROTESTAN,NEGERI,JAWA BARAT,-,-,BAHASA INDONESIA,-,2016
9633,SMA/MA,PROTESTAN,NEGERI,JAWA TENGAH,-,-,BAHASA INDONESIA,-,2016
9634,SMA/MA,PROTESTAN,NEGERI,DI YOGYAKARTA,-,-,BAHASA INDONESIA,-,2016
9635,SMA/MA,PROTESTAN,NEGERI,JAWA TIMUR,-,-,BAHASA INDONESIA,-,2016
9636,SMA/MA,PROTESTAN,NEGERI,ACEH,-,-,BAHASA INDONESIA,-,2016
9637,SMA/MA,PROTESTAN,NEGERI,SUMATERA UTARA,-,-,BAHASA INDONESIA,-,2016
9638,SMA/MA,PROTESTAN,NEGERI,SUMATERA BARAT,-,-,BAHASA INDONESIA,-,2016
9639,SMA/MA,PROTESTAN,NEGERI,RIAU,-,-,BAHASA INDONESIA,-,2016
9640,SMA/MA,PROTESTAN,NEGERI,JAMBI,-,-,BAHASA INDONESIA,-,2016
9641,SMA/MA,PROTESTAN,NEGERI,SUMATERA SELATAN,-,-,BAHASA INDONESIA,-,2016
9642,SMA/MA,PROTESTAN,NEGERI,LAMPUNG,-,-,BAHASA INDONESIA,-,2016
9643,SMA/MA,PROTESTAN,NEGERI,KALIMANTAN BARAT,-,-,BAHASA INDONESIA,-,2016
9644,SMA/MA,PROTESTAN,NEGERI,KALIMANTAN TENGAH,-,-,BAHASA INDONESIA,-,2016
9645,SMA/MA,PROTESTAN,NEGERI,KALIMANTAN SELATAN,-,-,BAHASA INDONESIA,-,2016
9646,SMA/MA,PROTESTAN,NEGERI,KALIMANTAN TIMUR,-,-,BAHASA INDONESIA,-,2016
9647,SMA/MA,PROTESTAN,NEGERI,SULAWESI UTARA,-,-,BAHASA INDONESIA,-,2016
9648,SMA/MA,PROTESTAN,NEGERI,SULAWESI TENGAH,-,-,BAHASA INDONESIA,-,2016
9649,SMA/MA,PROTESTAN,NEGERI,SULAWESI SELATAN,-,-,BAHASA INDONESIA,-,2016
9650,SMA/MA,PROTESTAN,NEGERI,SULAWESI TENGGARA,-,-,BAHASA INDONESIA,-,2016
9651,SMA/MA,PROTESTAN,NEGERI,MALUKU,-,-,BAHASA INDONESIA,-,2016
9652,SMA/MA,PROTESTAN,NEGERI,BALI,-,-,BAHASA INDONESIA,-,2016
9653,SMA/MA,PROTESTAN,NEGERI,NUSA TENGGARA BARAT,-,-,BAHASA INDONESIA,-,2016
9654,SMA/MA,PROTESTAN,NEGERI,NUSA TENGGARA TIMUR,-,-,BAHASA INDONESIA,-,2016
9655,SMA/MA,PROTESTAN,NEGERI,PAPUA,-,-,BAHASA INDONESIA,-,2016
9656,SMA/MA,PROTESTAN,NEGERI,BENGKULU,-,-,BAHASA INDONESIA,-,2016
9657,SMA/MA,PROTESTAN,NEGERI,MALUKU UTARA,-,-,BAHASA INDONESIA,-,2016
9658,SMA/MA,PROTESTAN,NEGERI,BANGKA BELITUNG,-,-,BAHASA INDONESIA,-,2016
9659,SMA/MA,PROTESTAN,NEGERI,GORONTALO,-,-,BAHASA INDONESIA,-,2016
9660,SMA/MA,PROTESTAN,NEGERI,BANTEN,-,-,BAHASA INDONESIA,-,2016
9661,SMA/MA,PROTESTAN,NEGERI,KEPULAUAN RIAU,-,-,BAHASA INDONESIA,-,2016
9662,SMA/MA,PROTESTAN,NEGERI,SULAWESI BARAT,1,13,BAHASA INDONESIA,49.69,2016
9663,SMA/MA,PROTESTAN,NEGERI,PAPUA BARAT,-,-,BAHASA INDONESIA,-,2016
9664,SMA/MA,PROTESTAN,NEGERI,KALIMANTAN UTARA,-,-,BAHASA INDONESIA,-,2016
9665,SMA/MA,PROTESTAN,NEGERI,DKI JAKARTA,-,-,BAHASA INGGRIS,-,2016
9666,SMA/MA,PROTESTAN,NEGERI,JAWA BARAT,-,-,BAHASA INGGRIS,-,2016
9667,SMA/MA,PROTESTAN,NEGERI,JAWA TENGAH,-,-,BAHASA INGGRIS,-,2016
9668,SMA/MA,PROTESTAN,NEGERI,DI YOGYAKARTA,-,-,BAHASA INGGRIS,-,2016
9669,SMA/MA,PROTESTAN,NEGERI,JAWA TIMUR,-,-,BAHASA INGGRIS,-,2016
9670,SMA/MA,PROTESTAN,NEGERI,ACEH,-,-,BAHASA INGGRIS,-,2016
9671,SMA/MA,PROTESTAN,NEGERI,SUMATERA UTARA,-,-,BAHASA INGGRIS,-,2016
9672,SMA/MA,PROTESTAN,NEGERI,SUMATERA BARAT,-,-,BAHASA INGGRIS,-,2016
9673,SMA/MA,PROTESTAN,NEGERI,RIAU,-,-,BAHASA INGGRIS,-,2016
9674,SMA/MA,PROTESTAN,NEGERI,JAMBI,-,-,BAHASA INGGRIS,-,2016
9675,SMA/MA,PROTESTAN,NEGERI,SUMATERA SELATAN,-,-,BAHASA INGGRIS,-,2016
9676,SMA/MA,PROTESTAN,NEGERI,LAMPUNG,-,-,BAHASA INGGRIS,-,2016
9677,SMA/MA,PROTESTAN,NEGERI,KALIMANTAN BARAT,-,-,BAHASA INGGRIS,-,2016
9678,SMA/MA,PROTESTAN,NEGERI,KALIMANTAN TENGAH,-,-,BAHASA INGGRIS,-,2016
9679,SMA/MA,PROTESTAN,NEGERI,KALIMANTAN SELATAN,-,-,BAHASA INGGRIS,-,2016
9680,SMA/MA,PROTESTAN,NEGERI,KALIMANTAN TIMUR,-,-,BAHASA INGGRIS,-,2016
9681,SMA/MA,PROTESTAN,NEGERI,SULAWESI UTARA,-,-,BAHASA INGGRIS,-,2016
9682,SMA/MA,PROTESTAN,NEGERI,SULAWESI TENGAH,-,-,BAHASA INGGRIS,-,2016
9683,SMA/MA,PROTESTAN,NEGERI,SULAWESI SELATAN,-,-,BAHASA INGGRIS,-,2016
9684,SMA/MA,PROTESTAN,NEGERI,SULAWESI TENGGARA,-,-,BAHASA INGGRIS,-,2016
9685,SMA/MA,PROTESTAN,NEGERI,MALUKU,-,-,BAHASA INGGRIS,-,2016
9686,SMA/MA,PROTESTAN,NEGERI,BALI,-,-,BAHASA INGGRIS,-,2016
9687,SMA/MA,PROTESTAN,NEGERI,NUSA TENGGARA BARAT,-,-,BAHASA INGGRIS,-,2016
9688,SMA/MA,PROTESTAN,NEGERI,NUSA TENGGARA TIMUR,-,-,BAHASA INGGRIS,-,2016
9689,SMA/MA,PROTESTAN,NEGERI,PAPUA,-,-,BAHASA INGGRIS,-,2016
9690,SMA/MA,PROTESTAN,NEGERI,BENGKULU,-,-,BAHASA INGGRIS,-,2016
9691,SMA/MA,PROTESTAN,NEGERI,MALUKU UTARA,-,-,BAHASA INGGRIS,-,2016
9692,SMA/MA,PROTESTAN,NEGERI,BANGKA BELITUNG,-,-,BAHASA INGGRIS,-,2016
9693,SMA/MA,PROTESTAN,NEGERI,GORONTALO,-,-,BAHASA INGGRIS,-,2016
9694,SMA/MA,PROTESTAN,NEGERI,BANTEN,-,-,BAHASA INGGRIS,-,2016
